116,44,38,42
121,47,38,42
125,49,38,42
129,52,38,42
132,54,38,42
137,54,38,42
142,55,38,42
146,57,38,42
149,58,38,42
152,59,38,42
154,60,38,42
156,59,38,42
155,58,38,42
152,55,38,42
145,52,38,42
137,48,38,42
131,46,38,42
120,45,38,42
113,45,38,42
109,43,38,42
103,44,38,42
100,45,38,42
96,47,38,42
95,48,38,42
97,49,38,42
105,47,38,42
113,51,38,42
122,54,38,42
129,56,38,42
134,49,38,42
138,46,38,42
142,44,38,42
146,43,38,42
148,48,38,42
147,58,38,42
145,60,38,42
144,60,38,42
139,56,38,42
133,54,38,42
129,51,38,42
118,47,38,42
114,42,38,42
112,38,38,42
114,34,38,42
122,32,38,42
132,33,38,42
146,36,38,42
159,37,38,42
170,38,38,42
176,40,38,42
179,42,38,42
174,44,38,42
167,48,38,42
156,51,38,42
144,53,38,42
129,54,38,42
114,54,38,42
103,54,38,42
95,56,38,42
90,56,38,42
88,56,38,42
86,52,38,42
85,47,38,42
93,38,38,42
104,28,38,42
110,21,38,42
121,18,38,42
134,17,38,42
144,20,38,42
146,22,38,42
156,25,38,42
152,30,38,42
152,30,38,42
160,33,38,42
172,37,38,42
183,37,38,42
192,37,38,42
199,36,38,42
195,32,38,42
185,28,38,42
176,28,38,42
163,26,38,42
150,27,38,42
139,24,38,42
130,23,38,42
123,22,38,42
116,23,38,42
110,23,38,42
103,23,38,42
96,23,38,42
91,20,38,42
85,18,38,42
74,17,38,42
70,17,38,42
67,18,38,42
64,23,38,42
63,26,38,42
65,29,38,42
68,31,38,42
73,34,38,42
78,36,38,42
80,37,38,42
84,40,38,42
85,43,38,42
85,44,38,42
85,45,38,42
83,49,38,42
84,49,38,42
86,52,38,42
94,52,38,42
100,50,38,42
111,50,38,42
125,50,38,42
134,50,38,42
146,51,38,42
155,50,38,42
164,48,38,42
173,47,38,42
179,44,38,42
183,43,38,42
185,44,38,42
183,45,38,42
183,47,38,42
180,52,38,42
180,53,38,42
179,51,38,42
181,47,38,42
181,41,38,42
