116,44,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
140.74,51.857,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
157.04,57.971,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
143.79,48.29,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
109.65,44.723,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
109.14,50.838,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
140.74,57.462,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
146.34,57.971,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
123.41,52.876,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
133.6,40.646,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
175.89,44.213,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
128,57.971,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
88.761,57.971,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
116.28,28.417,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
149.91,28.927,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
178.44,40.646,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
178.44,26.889,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
121.37,42.685,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
86.213,39.118,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
56.659,35.041,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
78.061,46.252,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
86.213,52.876,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
102.01,53.895,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
153.47,50.838,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
180.48,48.29,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
181.5,52.366,38,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
