125.99,165.17,72.638,52.737
125.96,164.86,72.938,52.955
125.91,164.98,72.676,52.765
125.95,164.86,72.822,52.871
125.46,164.5,73.762,53.554
125.59,164.31,73.609,53.442
125.23,164.57,73.911,53.662
126.15,164.34,73.311,53.226
125.64,164.44,72.935,52.953
125.52,164.96,72.888,52.919
125.69,164.56,72.97,52.978
126.32,164.26,73.006,53.005
125.89,163.88,73.983,53.713
125.48,164.75,73.443,53.322
125.89,164.39,73.814,53.591
125.66,164.52,73.897,53.651
125.94,164.29,72.979,52.985
126.23,164.74,72.661,52.754
126.14,164.14,73.547,53.397
125.91,164.3,73.358,53.26
125.9,164.78,73.073,53.053
125.51,164.03,73.448,53.325
125.43,164.43,73.775,53.562
125.82,164.44,72.765,52.83
125.78,164.46,73.662,53.481
125.99,164.73,73.198,53.144
125.57,164.22,73.191,53.138
126.74,164.41,72.356,52.532
125.55,164.71,72.812,52.863
125.45,164.55,72.504,52.64
125.61,164.7,72.701,52.783
125.64,164.84,73.245,53.178
125.57,164.74,73.465,53.338
125.85,164.78,72.573,52.69
125.74,164.99,72.073,52.327
125.92,164.43,72.841,52.884
126.11,164.37,72.193,52.414
125.01,163.59,73.19,53.138
125.76,163.72,72.051,52.311
124.59,163.38,73.167,53.121
124.85,163.01,72.852,52.892
125.4,162.11,72.496,52.634
125.51,161.99,72.515,52.648
125.78,161.64,72.416,52.576
125.97,161.46,72.359,52.535
126.37,161.16,71.97,52.252
126.42,161.9,72.303,52.494
126.79,161.76,72.593,52.705
126.69,161.93,72.313,52.501
126.29,161.53,72.835,52.88
126.11,161.75,73.003,53.002
127.06,162.22,72.282,52.478
127.26,161.45,72.576,52.692
127.13,161.5,72.928,52.948
127.79,161.48,71.992,52.268
127.16,161.31,73.135,53.098
127.79,161.27,72.505,52.64
127.06,161.24,72.92,52.942
127.48,161.3,72.574,52.691
127.06,161.39,73.089,53.065
127.58,161.34,72.757,52.823
126.98,161.43,72.635,52.735
127.96,161.15,72.006,52.278
127.56,161.52,73.019,53.014
127.97,161.06,71.84,52.157
128.32,160.53,72.09,52.339
128.16,159.72,71.81,52.136
128.35,158.86,71.643,52.015
129.72,157.41,72.089,52.339
129.31,157.05,71.37,51.816
130.07,156.03,71.739,52.084
131.83,155.37,70.874,51.456
132.97,154.84,70.636,51.284
133.75,154.2,69.792,50.671
134.96,153.35,69.629,50.553
136.29,153.02,68.511,49.741
137.04,152.16,66.929,48.593
137.76,150.77,67.003,48.646
138.56,149.83,66.044,47.95
139.78,149.21,64.962,47.164
140.54,148.07,64.674,46.955
141.02,146.69,64.102,46.54
142.58,145.58,63.686,46.238
142.57,144.55,63.151,45.849
143.33,143.56,61.398,44.577
144.52,142.41,60.787,44.133
145.43,141.02,59.899,43.488
146.05,140.56,58.536,42.498
146.49,140.14,57.087,41.447
146.34,139.19,56.472,41
147.11,138.33,55.835,40.538
147.84,137.66,54.128,39.298
148.07,136.97,54.229,39.371
149.19,136.5,52.716,38.273
148.04,135.97,52.135,37.851
148.32,135.26,51.743,37.567
149.21,134.64,51.238,37.2
148.77,134.05,50.62,36.751
148.94,133.39,50.882,36.942
148.87,133.12,50.755,36.85
148.9,132.71,49.191,35.714
149.4,132.1,49.037,35.602
149.18,131.9,49.167,35.697
149.37,131.74,48.045,34.882
149.22,131.29,48.239,35.023
149.45,131.34,47.827,34.724
149.45,130.56,47.464,34.46
149.68,130.97,46.415,33.698
149.87,130.69,46.026,33.416
150.38,130.84,45.068,32.72
150.42,130.68,45.273,32.87
150.81,130.34,44.499,32.307
151.51,130.09,44.703,32.455
151.41,129.56,45.307,32.894
152.07,129.57,44.64,32.41
152.4,129.93,44.035,31.97
152.5,129.26,43.944,31.905
153.99,129.65,43.594,31.65
153.26,129.14,43.463,31.556
154.21,129.58,43.323,31.454
154.18,128.94,43.677,31.711
154.38,129.32,42.935,31.172
154.61,128.72,43.343,31.468
154.52,128.97,42.838,31.102
155.28,128.77,43.12,31.306
155.62,128.65,42.887,31.137
155.72,128.33,42.934,31.171
155.5,128.84,42.855,31.114
155.43,128.84,42.975,31.201
155.42,129.14,42.611,30.937
155.2,129.38,42.462,30.829
155.42,129.52,42.661,30.973
