126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
127,165,73,53
126,165,73,53
127,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
127,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,165,73,53
126,164,73,53
125,164,73,53
125,164,73,53
126,164,73,53
125,163,73,53
126,163,73,53
127,163,73,53
127,163,73,53
127,163,73,53
127,162,73,53
128,162,73,53
128,162,73,53
128,162,73,53
128,162,73,53
128,162,73,53
128,162,73,53
129,162,73,53
129,162,73,53
129,162,73,53
129,162,73,53
129,162,73,53
129,162,73,53
130,162,73,53
130,162,73,53
130,162,73,53
129,162,73,53
130,161,73,53
130,161,73,53
130,161,73,53
131,162,73,53
132,161,73,53
133,162,73,53
134,161,73,53
136,161,73,53
136,160,73,53
137,160,73,53
138,158,73,53
138,157,73,53
139,156,73,53
139,154,73,53
139,152,73,53
140,151,73,53
140,149,73,53
140,147,73,53
141,146,73,53
141,144,73,53
141,142,73,53
141,140,73,53
141,139,73,53
141,137,73,53
141,136,73,53
140,134,73,53
140,133,73,53
138,131,73,53
138,130,73,53
138,128,73,53
138,127,73,53
137,125,73,53
137,125,73,53
136,124,73,53
136,123,73,53
136,122,73,53
135,122,73,53
135,121,73,53
135,120,73,53
134,119,73,53
135,119,73,53
134,118,73,53
134,118,73,53
133,117,73,53
134,117,73,53
133,116,73,53
134,116,73,53
134,115,73,53
133,115,73,53
134,115,73,53
134,114,73,53
134,114,73,53
134,113,73,53
135,113,73,53
134,113,73,53
135,113,73,53
135,113,73,53
135,113,73,53
135,112,73,53
136,112,73,53
136,112,73,53
136,112,73,53
136,112,73,53
135,112,73,53
136,112,73,53
136,112,73,53
136,112,73,53
136,112,73,53
137,112,73,53
136,113,73,53
136,113,73,53
136,113,73,53
136,114,73,53
136,114,73,53
136,115,73,53
136,115,73,53
136,116,73,53
136,116,73,53
136,117,73,53
137,117,73,53
137,118,73,53
137,119,73,53
137,119,73,53
138,120,73,53
138,121,73,53
138,122,73,53
138,123,73,53
138,124,73,53
139,125,73,53
139,126,73,53
139,127,73,53
139,128,73,53
139,129,73,53
139,130,73,53
140,131,73,53
140,133,73,53
141,134,73,53
142,135,73,53
144,136,73,53
145,138,73,53
147,139,73,53
149,140,73,53
149,142,73,53
150,143,73,53
151,144,73,53
154,146,73,53
156,148,73,53
157,149,73,53
157,150,73,53
158,150,73,53
158,150,73,53
158,150,73,53
158,150,73,53
159,151,73,53
158,148,73,53
159,146,73,53
160,144,73,53
160,143,73,53
159,141,73,53
159,140,73,53
157,140,73,53
158,139,73,53
157,136,73,53
158,131,73,53
159,126,73,53
159,125,73,53
159,123,73,53
161,121,73,53
159,118,73,53
159,116,73,53
159,116,73,53
160,115,73,53
160,115,73,53
159,116,73,53
159,116,73,53
159,117,73,53
159,118,73,53
159,119,73,53
159,120,73,53
159,121,73,53
159,121,73,53
160,121,73,53
160,121,73,53
160,121,73,53
161,121,73,53
161,121,73,53
161,120,73,53
162,120,73,53
162,120,73,53
162,121,73,53
163,122,73,53
163,122,73,53
164,122,73,53
164,123,73,53
165,122,73,53
163,122,73,53
164,122,73,53
163,122,73,53
163,122,73,53
163,121,73,53
162,121,73,53
161,120,73,53
163,121,73,53
163,120,73,53
163,121,73,53
163,121,73,53
164,122,73,53
163,120,73,53
161,119,73,53
161,116,73,53
160,117,73,53
160,117,73,53
160,117,73,53
161,118,73,53
162,119,73,53
162,118,73,53
162,119,73,53
163,119,73,53
163,120,73,53
163,120,73,53
163,121,73,53
164,122,73,53
164,123,73,53
164,124,73,53
164,125,73,53
163,126,73,53
163,127,73,53
163,128,73,53
164,129,73,53
165,129,73,53
166,130,73,53
167,130,73,53
167,130,73,53
167,130,73,53
166,129,73,53
166,129,73,53
166,129,73,53
165,129,73,53
165,128,73,53
165,129,73,53
164,129,73,53
164,130,73,53
163,130,73,53
163,131,73,53
163,131,73,53
162,132,73,53
162,131,73,53
162,131,73,53
161,130,73,53
161,130,73,53
161,129,73,53
161,129,73,53
160,128,73,53
160,128,73,53
160,127,73,53
159,127,73,53
158,126,73,53
158,125,73,53
157,125,73,53
156,124,73,53
156,124,73,53
155,123,73,53
154,123,73,53
154,122,73,53
